Sample,X,Y,Z
241,1.2810,0.5444,-0.1873
242,0.9995,0.1018,-0.2200
243,0.8875,-0.6506,-0.3530
244,1.2407,0.5176,-0.1501
245,0.9460,0.1406,0.0635
246,0.9919,-0.5012,-0.4263
247,0.9224,0.1885,-0.1943
248,1.0933,0.2932,0.3088
249,0.9819,-0.4529,-0.5881
250,0.9861,0.0962,-0.0598
251,0.8240,0.2319,0.2085
252,1.2576,-0.1887,-0.4517
253,0.9617,-0.0876,0.3367
254,0.9438,-0.1597,0.1548
255,1.1489,0.2500,-0.3093
256,0.9126,0.1506,0.7671
257,0.8765,-0.6772,-0.1409
258,0.9702,0.4568,-0.3899
259,1.0076,0.4741,1.0466
260,1.0991,-0.8618,-0.2546
261,0.7871,0.0879,-0.4182
262,0.7683,0.6021,1.1179
263,1.5757,0.0630,-0.5862
264,0.6685,-0.9683,0.0508
265,0.7075,0.6033,1.3403
266,1.3101,0.2703,-0.8108
267,0.8569,-0.5024,0.0557
268,0.7993,0.2498,1.2329
269,0.9783,-0.0789,-0.5757
270,1.3220,0.1377,0.0603
271,0.9487,-0.4146,0.8081
272,0.6470,-0.0713,-0.2534
273,1.2791,0.8521,0.2197
274,1.2603,-0.2915,0.6489
275,0.3494,-0.8967,-0.2651
276,1.1157,1.3904,0.3726
277,1.3484,0.4180,0.3191
278,0.5447,-1.4534,0.1321
279,1.1316,0.9583,0.2529
280,1.1980,0.8735,0.1719
281,0.8083,-0.9915,0.2383
282,0.8669,-0.0964,0.4583
283,1.1929,0.9685,-0.1890
284,1.0474,0.0627,0.4058
285,0.8660,-1.0637,0.6619
286,0.8455,0.4338,-0.0603
287,1.2244,1.1926,0.3767
288,1.0103,-1.1987,0.6108
289,0.6575,-0.5310,-0.1287
290,1.0640,1.6550,0.3550
291,1.4617,-0.0371,0.4180
292,0.5046,-1.6282,-0.3345
293,0.7769,0.8926,0.2795
294,1.8149,1.2546,0.5386
295,0.3843,-1.4983,0.0315
296,0.6267,0.0930,-0.0654
297,1.6843,1.1519,0.4636
298,0.9966,-0.5720,0.1240
299,0.3372,-0.4453,0.0059
300,1.1919,0.6387,0.2668
301,1.2224,0.3286,0.4392
302,0.3025,-0.4426,-0.2202
303,1.0454,-0.0830,0.1140
304,1.2234,0.2905,0.1694
305,0.6035,-0.0200,0.0347
306,0.8423,-0.1528,-0.0154
307,1.1821,-0.0596,0.0686
308,0.9058,0.1650,0.3911
309,0.7690,-0.2166,0.1758
310,0.8843,-0.2368,-0.0793
311,1.2068,0.5903,0.2859
312,0.8208,-0.0610,0.2612
313,0.7703,-0.5676,0.1677
314,1.2241,0.3669,0.5054
315,0.9663,0.5945,0.0583
316,0.6851,-0.6206,-0.0444
317,1.1931,0.1077,0.6868
318,1.1150,0.7153,0.1169
319,0.6775,-0.7122,-0.2622
320,1.1853,0.1438,0.5115
321,1.1311,0.7466,0.2195
322,0.5483,-0.7954,-0.3879
323,1.2397,0.2588,0.3760
324,0.9148,0.4175,0.0901
325,0.7134,-0.8110,-0.3235
326,1.2234,0.6848,0.3142
327,0.6785,0.1030,-0.0212
328,0.8757,-0.7473,-0.0837
