Sample,X,Y,Z
382,1.0005,-0.2856,-0.3008
383,0.9272,0.4568,0.5693
384,0.8481,-0.1758,0.2017
385,1.1111,-0.0596,-0.6177
386,1.0261,0.1289,0.1975
387,0.9675,-0.0940,0.3184
388,1.1628,-0.0303,-0.3608
389,0.8875,-0.0928,0.1355
390,0.9976,0.0747,0.3706
391,0.9509,0.0051,-0.2178
392,0.9529,-0.0410,-0.0603
393,0.9351,0.1479,0.5884
394,0.8816,-0.1716,-0.1704
395,0.8081,-0.0015,-0.2302
396,0.9734,0.6128,0.5164
397,0.8879,-0.2102,0.1343
398,0.9128,-0.3149,-0.4089
399,1.1372,0.4182,0.3340
400,0.9058,0.1416,0.2915
401,0.9802,-0.4456,-0.4038
402,1.1899,0.2087,0.2056
403,1.0425,0.1194,0.2896
404,0.9966,-0.4119,-0.2561
405,1.1567,0.0627,-0.0051
406,0.8972,0.2739,0.3347
407,1.0337,-0.0850,-0.0830
408,0.9646,-0.1809,-0.1824
409,0.9001,0.2231,0.3450
410,1.0835,0.0750,0.1763
411,1.1509,-0.1333,-0.5530
412,0.9070,0.0278,0.3821
413,1.2241,0.1914,0.2834
414,1.1843,-0.2644,-0.4346
415,1.0366,-0.0007,0.1025
416,0.8806,0.0327,0.4255
417,1.0308,0.0293,-0.4592
418,0.9578,-0.0615,-0.2773
419,0.7144,0.0613,0.6294
420,0.9675,0.1880,0.0000
421,0.8015,-0.1812,-0.4907
422,1.0942,0.1990,0.3384
423,1.0190,-0.0579,0.3667
424,1.0867,-0.1448,-0.3953
425,1.0164,0.2393,0.2791
426,0.9226,0.0469,0.4453
427,1.1052,-0.1223,-0.0964
428,1.1511,0.2197,0.0559
429,0.7642,0.0386,0.3877
430,1.0474,0.1069,0.1353
431,1.0955,-0.0164,-0.2300
432,0.8784,0.0786,0.4263
433,0.9712,0.0459,0.5376
434,1.1287,-0.0208,-0.1946
435,0.9507,0.0627,0.0854
436,0.9185,-0.0842,0.6743
437,1.1892,0.1655,0.0830
438,0.8384,-0.2410,-0.1113
439,0.9812,0.2446,0.5515
440,1.0259,0.2532,0.4868
441,0.7917,-0.3469,-0.1306
442,1.0298,0.1658,0.2388
443,1.0125,0.1875,0.5330
444,0.9849,-0.1543,-0.0857
445,1.0161,0.0127,0.2104
446,1.0613,0.0911,0.7214
447,1.0063,-0.1526,0.2075
448,1.0300,-0.0864,0.0139
449,1.0327,0.1855,0.4824
450,1.0161,0.0059,0.4536
451,0.8452,-0.2119,0.0410
452,1.0095,0.2271,0.4216
453,1.0552,0.0815,0.4536
454,1.1560,-0.0530,-0.2378
455,0.9976,-0.0330,0.3647
456,0.9636,0.0649,0.6257
457,1.1199,0.0391,-0.0815
458,0.9321,-0.1401,-0.1389
459,0.9683,0.1711,0.8755
460,1.0251,0.0728,0.5417
461,1.2195,-0.2224,-0.3267
462,0.8872,-0.0615,0.5020
463,0.7866,0.2673,0.9834
464,0.8745,0.0830,0.0164
465,1.0444,-0.2727,0.0784
466,0.9751,0.3230,1.2905
467,0.8240,-0.0684,0.3086
468,1.3347,-0.0481,0.1636
469,1.0679,0.4587,0.7573
470,0.4763,-0.5950,1.0466
471,1.2896,0.4578,0.3452
472,1.0562,0.1689,0.1162
473,0.7849,-0.1423,0.8601
474,0.8784,0.0916,1.2495
475,1.2017,-0.0122,0.0635
476,1.1179,-0.0884,0.2327
477,0.7927,0.4097,1.4109
478,0.7927,-0.1926,0.8171
479,1.4978,0.0796,0.1365
480,1.0640,0.0022,0.4321
481,0.5132,-0.1157,1.2095
482,1.2622,0.6506,0.8354
483,1.2908,-0.2910,0.2244
484,0.9968,-0.2610,0.4241
485,0.7427,0.2627,1.3452
486,1.0212,0.3472,0.6738
487,1.2390,-0.2278,0.1482
488,1.0815,-0.1311,0.5859
489,0.8530,0.1523,1.2554
490,0.8582,0.0303,0.6492
491,1.2732,0.1279,0.4568
492,1.0132,-0.0066,0.4685
493,0.8628,-0.3115,1.2456
494,1.0034,0.4578,0.8931
495,0.7231,-0.1521,0.3970
496,1.2507,0.1948,0.5623
497,0.9097,-0.0601,1.1323
498,0.9314,0.0046,0.9939
499,1.0447,-0.0159,0.6873
500,1.3679,0.3149,0.5906
501,0.8796,-0.0530,0.8953
502,0.8843,-0.2195,1.0034
503,1.2837,0.2908,1.1118
504,0.8152,0.0498,0.3430
505,0.9509,-0.0906,0.8767
506,1.3345,0.5085,1.0073
507,0.7222,-0.5046,0.5679
508,1.0540,0.0999,0.9978
509,1.0161,0.3181,0.6021
510,0.8523,-0.1018,0.6541
511,1.1130,0.1353,1.1687
512,0.8042,-0.3032,0.8638
513,0.9792,0.1299,0.4944
514,1.2097,0.2476,0.8669
515,0.9827,-0.0527,1.1111
516,0.7026,-0.1343,0.8735
517,1.1570,0.2168,0.9207
518,1.0298,0.0198,0.9019
519,0.8901,-0.0337,0.8452
520,1.2273,0.3394,0.9802
521,0.9431,0.0811,0.7957
522,0.8286,-0.3218,1.1304
523,1.1753,0.3604,1.1353
524,0.9507,0.0564,0.6597
525,1.0103,-0.0024,1.0425
526,1.0923,0.1638,1.1206
527,0.8921,-0.3179,0.7603
528,1.3091,0.5010,0.7749
529,0.8650,-0.1357,1.1062
530,0.8452,-0.1514,0.9897
531,1.1208,0.2766,1.0017
532,0.9539,0.0488,0.7029
533,0.9304,-0.1130,0.8591
534,1.1052,0.1382,0.8689
535,0.9868,-0.0034,0.9409
536,0.9351,0.1213,0.9575
537,1.0513,-0.0769,0.8003
538,1.0046,0.0947,0.9216
539,0.8445,0.0046,0.9421
540,1.0261,0.0249,1.0037
541,1.1011,0.0530,0.6177
542,1.0486,-0.0308,0.7214
543,0.9868,0.1331,1.1274
544,0.9966,-0.0405,1.0444
545,1.0427,0.0535,0.6384
546,1.0818,-0.1001,0.6960
547,1.0574,0.2351,1.1531
548,0.9067,-0.1189,0.7036
549,1.0642,0.0002,0.6716
550,1.0320,0.0784,0.7322
551,0.9978,-0.0234,0.9910
552,0.9451,0.0334,0.6287
553,1.0681,-0.0566,0.5779
554,0.9956,0.1841,0.8267
555,0.9304,-0.2144,0.7722
556,1.0952,0.1328,0.6558
557,1.0220,0.0906,0.5942
558,0.9011,0.0833,0.9041
559,0.9451,-0.1213,0.6257
560,1.1030,0.1365,0.6821
561,0.9819,0.0847,0.6226
562,0.9226,-0.0310,0.7302
563,1.0679,0.1589,0.6558
564,0.9636,-0.0647,0.6482
565,1.0300,0.1331,0.7996
566,1.0369,-0.0989,0.5603
567,0.9985,0.2292,0.6440
568,0.9458,0.0132,0.6685
569,0.9919,-0.0574,0.7361
570,1.1267,0.1865,0.4998
571,0.8708,-0.1814,0.5457
572,1.0857,0.1987,0.7351
573,0.9985,-0.0159,0.6509
574,1.0339,0.0232,0.4744
575,0.9548,-0.1331,0.5681
576,1.0681,0.2290,0.9646
577,0.9316,-0.0735,0.3862
578,0.9302,-0.0298,0.4924
579,1.1216,0.2910,0.7339
580,0.8914,-0.2229,0.5325
581,1.0181,0.0293,0.3237
582,0.9028,0.0671,0.5771
583,1.0369,0.0557,0.3494
584,1.0249,-0.0054,0.4702
585,0.9976,-0.0168,0.3032
586,0.9331,-0.2085,0.3496
587,1.1619,0.3369,0.4453
588,0.9331,-0.2087,0.4067
589,0.9858,-0.0393,0.2258
590,1.0847,0.0483,0.4045
591,1.0054,0.1394,0.5454
592,0.8608,-0.2849,0.2400
593,1.1333,0.1658,0.2180
594,1.0845,0.1858,0.2798
595,0.8708,-0.1846,0.4822
596,0.9861,-0.0215,0.1963
597,1.0415,0.0811,0.1135
598,1.0134,0.1797,0.3003
599,0.8931,-0.1262,0.3252
600,0.9692,-0.0308,-0.0386
601,1.0835,0.1682,0.1821
602,0.9976,0.0710,0.0818
603,0.8501,-0.2168,0.2085
604,1.0972,0.3347,0.2241
605,0.9712,-0.0542,0.1841
606,0.9832,-0.0459,0.1677
607,0.9507,0.0386,0.3647
608,1.0925,0.1643,0.0935
609,0.9441,-0.0532,0.1592
610,0.9431,-0.0266,0.4148
611,0.9724,-0.0349,0.1982
612,1.0415,0.2058,0.0608
613,0.9360,-0.0654,0.1907
614,0.9529,-0.1672,0.2595
615,1.0662,0.1592,0.0293
616,0.9360,-0.0344,0.0315
617,0.9578,-0.0300,0.1716
618,0.9487,0.0042,0.1206
619,1.0132,0.0559,0.0027
620,0.9624,-0.0315,0.0518
621,0.9890,-0.0193,0.0906
622,1.0505,0.0667,-0.0044
623,0.9761,0.0259,0.0762
624,0.9526,-0.0581,0.1257
625,1.0017,-0.0117,0.0715
626,1.0132,0.0801,0.0869
627,0.9644,-0.0066,0.1338
628,0.9829,-0.0662,0.1074
629,1.0278,0.0466,0.0413
630,1.0171,0.0488,0.0452
631,0.9851,-0.0286,0.0750
632,0.9980,0.0254,0.0701
633,1.0017,0.0388,0.0300
634,0.9753,-0.0093,0.0593
635,0.9536,0.0037,0.0413
636,0.9897,0.0051,0.0120
637,0.9890,0.0320,-0.0137
638,0.9658,0.0007,0.0024
639,0.9780,-0.0251,-0.0029
640,0.9966,0.0374,-0.0281
641,0.9783,0.0457,-0.0149
642,0.9695,-0.0286,0.0034
643,0.9790,0.0161,0.0010
644,0.9841,0.0396,-0.0247
645,0.9880,0.0078,-0.0103
646,0.9880,0.0251,-0.0083
647,1.0076,0.0132,-0.0486
648,0.9998,0.0061,-0.0496
649,1.0142,0.0388,-0.0110
650,0.9741,-0.0315,-0.0210
651,0.9988,0.0205,-0.0244
652,0.9780,0.0151,-0.0105
653,0.9666,-0.0110,-0.0391
654,0.9861,0.0034,-0.0085
655,0.9817,0.0122,-0.0627
656,0.9927,-0.0081,-0.0515
657,0.9829,0.0122,-0.0457
658,0.9800,0.0083,-0.0481
659,0.9832,0.0122,-0.0337
660,0.9705,0.0049,-0.0581
661,0.9771,0.0073,-0.0325
662,0.9705,0.0098,-0.0527
663,0.9888,0.0212,-0.0374
664,0.9890,0.0132,-0.0693
665,0.9998,-0.0076,-0.0720
666,1.0054,0.0222,-0.0559
667,0.9978,0.0010,-0.0554
668,0.9868,-0.0020,-0.0413
669,0.9878,0.0193,-0.0327
670,0.9929,0.0083,-0.0173
671,0.9819,0.0002,-0.0510
672,0.9968,0.0129,-0.0493
673,0.9939,0.0120,-0.0618
674,0.9976,0.0093,-0.0569
675,0.9849,0.0176,-0.0479
676,0.9829,0.0010,-0.0403
677,0.9771,0.0142,-0.0173
678,0.9685,0.0110,-0.0417
679,0.9810,0.0073,-0.0337
680,0.9753,0.0225,-0.0664
681,0.9868,0.0073,-0.0559
682,0.9763,0.0039,-0.0586
683,0.9868,0.0149,-0.0544
684,0.9829,0.0154,-0.0381
685,0.9812,0.0022,-0.0410
686,0.9880,0.0073,-0.0142
687,0.9832,0.0066,-0.0283
688,0.9946,0.0039,-0.0203
689,0.9849,0.0149,-0.0356
690,1.0024,0.0027,-0.0264
691,0.9929,0.0110,-0.0320
692,0.9988,0.0073,-0.0310
693,0.9927,0.0085,-0.0181
694,0.9851,0.0098,-0.0225
695,0.9888,0.0076,-0.0046
696,0.9812,0.0061,-0.0320
697,0.9897,0.0083,-0.0198
698,0.9802,0.0085,-0.0383
699,0.9871,0.0137,-0.0405
700,0.9822,0.0061,-0.0354
701,0.9858,0.0073,-0.0312
702,0.9822,0.0083,-0.0151
703,0.9771,0.0034,-0.0239
704,0.9897,0.0188,-0.0022
705,0.9741,0.0076,-0.0149
706,0.9890,0.0039,0.0027
707,0.9878,0.0168,-0.0195
708,0.9900,0.0039,-0.0251
709,0.9849,0.0173,-0.0159
710,0.9910,0.0149,-0.0198
711,0.9900,0.0056,-0.0024
712,0.9839,0.0112,-0.0183
713,0.9937,0.0088,0.0059
714,0.9802,0.0049,-0.0215
715,0.9937,0.0049,-0.0054
716,0.9858,0.0093,-0.0264
717,0.9890,0.0049,-0.0303
718,0.9810,0.0098,-0.0171
719,0.9819,0.0151,-0.0251
720,0.9849,0.0139,0.0051
721,0.9761,0.0117,-0.0151
722,0.9868,0.0081,0.0063
723,0.9832,0.0159,-0.0110
724,0.9917,0.0161,-0.0059
725,0.9866,0.0190,-0.0181
726,0.9880,0.0103,-0.0181
727,0.9858,0.0171,0.0000
728,0.9839,0.0146,-0.0078
729,0.9890,0.0137,0.0139
730,0.9851,0.0154,-0.0061
731,0.9949,0.0093,0.0085
732,0.9871,0.0110,-0.0159
733,0.9949,0.0027,-0.0156
734,0.9858,0.0112,-0.0210
735,0.9858,0.0037,-0.0237
736,0.9812,0.0059,-0.0061
737,0.9780,0.0083,-0.0176
738,0.9890,0.0105,0.0000
739,0.9761,0.0093,-0.0195
740,0.9910,0.0154,-0.0093
741,0.9792,0.0088,-0.0244
742,0.9883,0.0107,-0.0181
743,0.9849,0.0103,-0.0164
744,0.9861,0.0088,-0.0208
745,0.9858,0.0125,0.0000
746,0.9858,0.0083,-0.0110
747,0.9937,0.0083,0.0107
748,0.9839,0.0093,-0.0083
749,0.9937,0.0085,0.0005
750,0.9871,0.0144,-0.0117
751,0.9929,-0.0010,-0.0105
752,0.9832,0.0085,-0.0044
753,0.9880,0.0122,-0.0173
754,0.9880,0.0088,0.0002
755,0.9780,0.0061,-0.0107
756,0.9927,0.0073,0.0110
757,0.9795,0.0156,-0.0110
758,0.9888,0.0186,-0.0032
759,0.9819,0.0188,-0.0183
760,0.9861,0.0046,-0.0244
761,0.9861,0.0156,-0.0085
762,0.9839,0.0154,-0.0229
763,0.9832,0.0105,0.0029
764,0.9841,0.0137,-0.0063
765,0.9927,0.0081,0.0156
766,0.9822,0.0161,-0.0039
767,0.9929,0.0110,0.0034
768,0.9919,0.0181,0.0012
769,0.9900,0.0120,-0.0098
770,0.9858,0.0103,0.0034
771,0.9915,0.0122,-0.0024
772,0.9922,0.0090,0.0210
773,0.9771,0.0085,0.0032
774,0.9907,0.0071,0.0205
775,0.9812,0.0088,-0.0010
776,0.9919,0.0046,-0.0022
777,0.9800,0.0090,-0.0066
778,0.9849,0.0071,-0.0066
779,0.9868,0.0144,0.0051
