Sample,X,Y,Z
0,0.9839,0.0149,0.0154
1,0.9910,0.0105,0.0217
2,0.9888,0.0132,0.0220
3,0.9810,0.0115,0.0134
4,0.9927,0.0178,0.0305
5,0.9810,0.0105,0.0107
6,0.9985,0.0168,0.0322
7,0.9829,0.0100,0.0132
8,0.9946,0.0122,0.0276
9,0.9839,0.0176,0.0178
10,0.9878,0.0105,0.0166
11,0.9900,0.0193,0.0305
12,0.9802,0.0085,0.0122
13,0.9927,0.0181,0.0310
14,0.9810,0.0120,0.0100
15,0.9998,0.0127,0.0305
16,0.9800,0.0144,0.0139
17,0.9910,0.0134,0.0232
18,0.9871,0.0186,0.0220
19,0.9829,0.0076,0.0151
20,0.9880,0.0210,0.0273
21,0.9790,0.0129,0.0098
22,0.9917,0.0117,0.0312
23,0.9812,0.0129,0.0100
24,0.9968,0.0190,0.0283
25,0.9814,0.0151,0.0120
26,0.9878,0.0117,0.0215
27,0.9839,0.0168,0.0217
28,0.9832,0.0134,0.0100
29,0.9868,0.0186,0.0271
30,0.9790,0.0156,0.0127
31,0.9937,0.0173,0.0310
32,0.9822,0.0166,0.0105
33,0.9949,0.0149,0.0283
34,0.9822,0.0134,0.0146
35,0.9880,0.0127,0.0176
36,0.9868,0.0173,0.0232
37,0.9819,0.0090,0.0122
38,0.9915,0.0146,0.0310
39,0.9792,0.0120,0.0088
40,0.9990,0.0200,0.0310
41,0.9810,0.0146,0.0115
42,0.9927,0.0110,0.0271
43,0.9800,0.0159,0.0190
44,0.9858,0.0132,0.0168
45,0.9839,0.0144,0.0249
46,0.9790,0.0061,0.0083
47,0.9946,0.0164,0.0305
48,0.9812,0.0154,0.0107
49,0.9946,0.0132,0.0342
50,0.9783,0.0112,0.0156
51,0.9949,0.0156,0.0273
52,0.9871,0.0156,0.0215
53,0.9822,0.0042,0.0142
54,0.9858,0.0183,0.0276
55,0.9851,0.0146,0.0098
56,0.9976,0.0120,0.0273
57,0.9790,0.0193,0.0110
58,0.9927,0.0166,0.0303
59,1.0164,-0.0029,-0.0010
60,0.9771,0.0469,0.0161
61,0.9419,-0.0491,-0.0117
62,1.0581,0.0610,0.0452
63,0.9634,0.0564,-0.0750
64,0.9536,-0.1431,-0.0474
65,1.0386,0.1902,0.0586
66,0.9343,-0.0291,-0.1260
67,1.0054,-0.0752,-0.0676
68,1.0562,0.1145,-0.0552
69,0.9253,-0.0315,-0.0056
70,0.9585,0.0232,-0.1975
71,1.0398,0.0303,-0.0574
72,0.9624,0.0325,-0.0354
73,0.9216,-0.0908,-0.1121
74,1.0759,0.1543,-0.0737
75,0.9192,0.0305,-0.1440
76,0.9751,-0.1509,-0.0408
77,1.0759,0.1938,-0.0728
78,0.8750,-0.0747,-0.2014
79,1.0044,0.0146,-0.0828
80,0.9761,0.1399,-0.0466
81,0.9470,-0.1038,-0.2212
82,1.0212,0.0088,-0.2251
83,0.9685,0.1174,0.0198
84,0.9519,-0.0947,-0.1489
85,1.0271,0.0435,-0.3569
86,1.0271,0.1021,-0.0466
87,0.9275,-0.1270,0.0479
88,1.0466,0.0229,-0.3203
89,1.0085,0.0498,-0.2964
90,0.9060,-0.0042,0.1047
91,1.0513,0.0059,-0.1130
92,0.9460,-0.0217,-0.4165
93,0.9675,-0.0222,-0.0854
94,1.0447,0.0623,0.1172
95,0.8865,-0.0215,-0.3784
96,1.0603,-0.1125,-0.2310
97,1.0007,0.2280,0.0393
98,0.8823,-0.1853,-0.2107
99,1.0818,-0.0232,-0.2075
100,1.0125,0.1570,-0.1658
101,0.8589,-0.1489,-0.0442
102,1.0242,0.0737,-0.2915
103,1.0415,0.0098,-0.1384
104,0.9011,-0.0701,-0.1348
105,0.9529,-0.0183,-0.1641
106,1.0828,0.1675,-0.1655
107,0.8845,-0.0879,-0.2378
108,1.0095,-0.0979,-0.0266
109,1.0747,0.1011,-0.2385
110,0.8972,-0.0186,-0.1484
111,0.9841,0.0469,-0.1938
112,0.9380,-0.0500,-0.1567
113,1.1199,0.0486,-0.1343
114,0.8931,-0.0774,-0.1223
115,0.9304,0.0234,-0.2644
116,1.0095,0.1255,-0.1592
117,1.0532,-0.0483,-0.1309
118,0.9812,-0.0771,-0.0500
119,0.8726,-0.0496,-0.2820
120,1.0942,0.2273,-0.1194
121,1.0200,0.0872,-0.0835
122,0.8140,-0.3638,-0.3372
123,1.1167,0.1614,-0.0034
124,1.0259,0.3000,-0.0979
125,0.8308,-0.3899,-0.3035
126,1.0779,0.1296,-0.2703
127,1.0261,0.1711,0.0940
128,0.9988,-0.1270,-0.1216
129,0.9312,-0.1284,-0.3835
130,0.9822,0.1143,-0.2134
131,1.0894,0.2161,0.1672
132,0.9314,-0.1528,-0.2292
133,0.8513,-0.2742,-0.2739
134,1.1099,0.3806,-0.1030
135,1.0220,0.1287,-0.0098
136,0.8542,-0.3284,-0.2007
137,0.9851,-0.0652,-0.1650
138,1.1284,0.4133,-0.0498
139,0.8589,-0.1421,-0.2444
140,0.9597,-0.2900,-0.0588
141,1.1013,0.3262,-0.1182
142,0.8823,-0.0369,-0.2737
143,1.0271,-0.0439,-0.1121
144,0.9197,-0.0808,-0.1045
145,1.0327,0.0684,-0.1946
146,1.0601,0.1819,-0.2383
147,0.8325,-0.2400,-0.1404
148,1.0054,-0.0532,-0.0078
149,1.0349,0.3315,-0.1848
150,0.9565,-0.1831,-0.3723
151,1.0034,-0.0886,0.0059
152,0.9656,0.1597,0.0168
153,0.9167,-0.1458,-0.2710
154,1.0913,0.2273,-0.1826
155,0.9106,-0.1516,-0.1240
156,1.0076,-0.1118,-0.0776
157,1.0425,0.3220,-0.1079
158,0.7563,-0.2937,-0.2502
159,1.1404,0.1301,-0.1670
160,0.9795,0.1306,-0.1145
161,0.8877,-0.2920,-0.0500
162,1.0544,0.1975,-0.1169
163,0.9287,-0.0115,-0.4333
164,1.0037,-0.0056,0.0103
165,1.0798,0.0288,0.0293
166,0.8972,-0.1604,-0.2261
167,0.9526,0.1189,-0.3674
168,1.0913,0.1042,0.0610
169,0.9216,-0.0276,-0.1082
170,0.9167,-0.2141,-0.3760
171,1.1296,0.2356,-0.0276
172,0.8823,0.0610,-0.0525
173,0.9324,-0.2620,-0.2397
174,1.1199,0.2317,-0.3120
175,0.9871,0.0144,0.0654
176,0.8992,-0.1321,-0.0125
177,0.9927,-0.0183,-0.3376
178,1.0750,0.1716,-0.2319
179,0.9458,0.0249,0.1538
180,0.9702,-0.1658,-0.0327
181,0.9841,-0.0750,-0.4897
182,1.0828,0.2583,-0.0757
183,0.9185,-0.0115,0.2092
184,0.9302,-0.2236,-0.3103
185,1.0750,0.1260,-0.3486
186,0.9304,0.1187,0.0637
187,0.9753,-0.0901,-0.0020
